インデキシングフラグ,記号,ドット,タイトル
,C10B  43/02,・,固着物の除去
,C10B  43/04,・・,機械的手段によるもの
,C10B  43/06,・・・,導管，弁および類似物から
,C10B  43/08,・・,液体によるもの
,C10B  43/10,・・,焼却によるもの
,C10B  43/12,・・・,バーナ
,C10B  43/14,・,固着物の防止
,C10B  45/00,,その他の細部
,C10B  45/02,・,炉外で圧縮一様化した装入石炭を製造するための装置
,,,炭化またはコークス化方法
,C10B  47/00,,間接加熱による固体炭素質物の乾留，例．外部燃焼によるもの
,C10B  47/02,・,固定式装入によるもの
,C10B  47/04,・・,シャフトにおけるもの
,C10B  47/06,・・,レトルトにおけるもの
,C10B  47/08,・・,ビーハイブ炉におけるもの
,C10B  47/10,・・,室式コークス炉におけるもの
,C10B  47/12,・・,その場合コークス化中装入物が機械的圧力を受けるもの
,C10B  47/14,・・,高温液体の助けによるもの，例．溶融塩
,C10B  47/16,・・,レトルトの内側および外側からの間接加熱手段をもつもの
,C10B  47/18,・,移動装入によるもの
,C10B  47/20,・・,移動床形式にしたがうもの（Ｃ１０Ｂ４７／２６が優先）
,C10B  47/22,・・,分散した形におけるもの（Ｃ１０Ｂ４７／２６が優先）
,C10B  47/24,・・・,“流動床”方式によるもの
,C10B  47/26,・・,高温の液体の助けによるもの，例．溶融塩
,C10B  47/28,・,その他の方法
,C10B  47/30,・・,回転炉またはレトルトにおけるもの
,C10B  47/32,・・,機械的運搬手段をもつ炉におけるもの
,C10B  47/34,・・・,回転式かき取り装置をもつもの
,C10B  47/36,・・・・,多段式炉におけるもの
,C10B  47/38,・・・,動揺または震動装置をもつもの
,C10B  47/40,・・・,エンドレスコンベヤをもつもの
,C10B  47/42,・・・・,垂直方向におけるもの
,C10B  47/44,・・・,コンベヤスクリューをもつもの
,C10B  47/46,・・・,トロッコ，コンテナ，台車をもつもの
,C10B  47/48,・・・,傾注または揺動手段をもつもの
,C10B  49/00,,処理される固体物質の部分燃焼を含む熱運搬体で直接加熱する固体炭素質物の乾留
,C10B  49/02,・,熱ガスまたは蒸気によるもの，例．装入物の部分燃焼により得られる熱ガス
,C10B  49/04,・・,処理される固体物質の移動中におけるもの
,C10B  49/06,・・・,移動床形式によるもの
,C10B  49/08,・・・,分散した形におけるもの
,C10B  49/10,・・・・,“流動床”方式によるもの
,C10B  49/12,・・・・,接線方向の混合によるもの，例．渦巻室
,C10B  49/14,・,高温液体によるもの，例．溶融塩
,C10B  49/16,・,分割した形における固体熱運搬体の移動によるもの
,C10B  49/18,・・,“移動床”形式によるもの
,C10B  49/20,・・,分散した形におけるもの
,C10B  49/22,・・・,“流動床”方式によるもの
,C10B  51/00,,直接加熱と間接加熱の組み合わせによる固体炭素質物の乾留
,C10B  53/00,,特殊な固体原料または特殊な形態の固体原料に特に適用される乾留（でい炭の湿式炭化Ｃ１０Ｆ）
,C10B  53/02,・,繊維素含有物質（木酢液質酸の製造Ｃ１０Ｃ５／００）
,C10B  53/04,・,微粉炭
,C10B  53/06,・,油頁（けつ）岩または瀝青岩
,C10B  53/07,・,合成の重合材料，例．タイヤ（一部解重合された材料を得るための乾熱処理による有機高分子化合物またはそれに基づく組成物の廃物の回収または処理Ｃ０８Ｊ１１／１０；ゴムまたはゴム廃物からの液体炭化水素混合物の製造Ｃ１０Ｇ１／１０）［８］
,C10B  53/08,・,ブリケット，塊および類似物におけるもの
,C10B  55/00,,鉱油，ビチューメン，タールおよび類似物またはこれらの混合物と固体炭素質物を用いるコークス化（油の分解Ｃ１０Ｇ）
,C10B  55/02,・,固体物質を用いるもの
,C10B  55/04,・・,移動する固体物質を用いるもの
,C10B  55/06,・・・,“移動床”形式によるもの
,C10B  55/08,・・・,分散した形におけるもの
,C10B  55/10,・・・・,“流動床”方式によるもの
,C10B  57/00,,上記に含まれないその他の炭化またはコークス化方法；一般的な乾留方法の特徴
,C10B  57/02,・,多段式炭化またはコークス化方法
,C10B  57/04,・,特別な組成をもつ装入物の使用
,C10B  57/06,・・,添加剤を含有するもの
,C10B  57/08,・,装入物の非機械的な前処理
,C10B  57/10,・・,乾燥
,C10B  57/12,・,コークス化中の添加剤の使用
,C10B  57/14,・,低温炭化方法の特徴
,C10B  57/16,・,低温炭化方法の特徴
,C10B  57/18,・,コークス炉内での乾留ガスの性質の改質
,C10C,,タール，ピッチ，アスファルト，ビチューメンの処理；木酢酸
,C10C   1/00,,タールの処理（炭水化素油の製造Ｃ１０Ｇ）［４］
,C10C   1/02,・,水分の除去（蒸留によるものＣ１０Ｃ１／０６）
,C10C   1/04,・,蒸留によるもの
,C10C   1/06,・・,水分の除去
,C10C   1/08,・・,芳香族留分の取得
,C10C   1/10,・・・,ベンゼン留分
,C10C   1/12,・・・,ナフタリン留分
,C10C   1/14,・・,タールからタール油の取得
,C10C   1/16,・・,ピッチの取得
,C10C   1/18,・,選択的溶剤を用いた抽出によるもの
,C10C   1/19,・,蒸留を含まない熱的処理によるもの［４］
,C10C   1/20,・,化学的手段による精製
,C10C   3/00,,ピッチ，アスファルト，ビチューメンの処理
,C10C   3/02,・,化学的手段によるもの
,C10C   3/04,・・,ガス吹込みまたは酸化によるもの
,C10C   3/06,・,蒸留によるもの
,C10C   3/08,・,選択的抽出によるもの
,C10C   3/10,・,溶融
,C10C   3/12,・・,そのための装置
,C10C   3/14,・,固化；粉砕，例．粒状化
,C10C   3/16,・・,液体との直接接触によるもの
,C10C   3/18,・,反応容器，コンテナおよび同様なものから固体状での除去，例．切出しによるもの，加圧によるもの
,C10C   5/00,,木酢液の製造（木材の炭化Ｃ１０Ｂ）
,C10F,,でい炭の乾燥または処理［５］
,C10F   5/00,,でい炭の乾燥または脱水
,C10F   5/02,・,採炭現場におけるもの；そのための補助的な手段
,C10F   5/04,・,プレス，バンドプレス，ローラまたは遠心分離器の使用によるもの（成形Ｃ１０Ｆ７／０４）
,C10F   5/06,・,草でい炭製造のための炭化工程と組み合わされたもの
,C10F   7/00,,でい炭の処理（でい炭からのワックス質の抽出Ｃ１０Ｇ）
,C10F   7/02,・,でい炭の粉砕（でい炭からの繊維の採取Ｄ０１Ｂ１／５０）
,C10F   7/04,・,成形によるもの
,C10F   7/06,・・,ブリケット化
,C10F   7/08,・,切断と組み合わされた押出しによるもの
,C10G,,炭化水素油の分解；液体炭化水素混合物の製造，例．分解水添，オリゴメリゼーション，ポリメリゼーションによるもの（分解による水素または合成ガスの製造Ｃ０１Ｂ；炭化水素ガスの分解または熱分解による明確なまたは特定の組成の個々の炭化水素またはその混合物の製造Ｃ０７Ｃ；分解によるコークスの製造Ｃ１０Ｂ）；油頁岩，油砂またはガスからの炭化水素油の回収；主に炭化水素から成る混合物の精製；ナフサのリホーミング；鉱ろう［６］
,＜注＞,,（１）このサブクラスにおいては：
,,,―グループＣ１０Ｇ９／００～Ｃ１０Ｇ４９／００は単一工程に限定される；［３］
,,,―結合されたまたは多段階の工程はグループＣ１０Ｇ５１／００～Ｃ１０Ｇ６９／００に包含される；［３］
,,,―鉱ろうの精製または回収はグループＣ１０Ｇ７３／００に包含される。［３］
,,,（２）このサブクラスにおいては，下記の用語または表現は以下に示す意味で用いる：
,,,―“水素の存在下”または“水素の不存在下”とは，それぞれ，水素が遊離の形でまたは水素発生化合物として添加されるか，または添加されない処理を意味する；［３］
,,,―“水素化処理”とはグループＣ１０Ｇ４５／００またはグループＣ１０Ｇ４７／００で定義される変換工程に対して使用される；［３］
,,,―“炭化水素油”とは炭化水素の混合物，例えばタール油または鉱油を含む。［３］
,,,（３）このサブクラスにおいては，ラストプレイス優先ルールが適用される，すなわち各階層レベルにおいて相反する指示がない限り，分類は最後の適切な箇所に付与される。［３］
,＜索引＞,,液体炭化水素混合物の製造　１／００～５／００，５０／００
,,,炭化水素油の精製　７／００
,,,分解　９／００～１５／００，４７／００
,,,炭化水素油の精製
,,,酸またはアルカリを用いる処理による　１７／００，１９／００
,,,溶剤または吸着性固体を用いる抽出による　２１／００，２５／００
,,,水素との反応，酸化または他の化学反応による　２７／００，２９／００，４５／００，４９／００
,,,他の工程　３１／００，３２／００，３３／００
,,,リホーミング　３５／００，５９／００～６３／００
,,,多段工程　５１／００～６９／００
,,,他の工程　７０／００，７１／００
,,,鉱ろうの処理　７３／００
,,,腐食防止　７５／００
,,,このサブクラスの他のグループに分類されない主題事項　９９／００
,C10G   1/00,,油頁（けつ）岩，油砂，非溶融性固形炭素質原料または類似の原料，例．木材，石炭，からの液体炭化水素混合物の製造（油頁岩，油砂またはその類似物からの油の機械的な取得Ｂ０３Ｂ）
,C10G   1/02,・,蒸留による製造
,C10G   1/04,・,抽出によるもの
,C10G   1/06,・,分解水添によるもの
,C10G   1/08,・・,移動触媒によるもの
,C10G   1/10,・,ゴムまたはゴム廃物からの製造
,C10G   2/00,,炭素の酸化物からの組成の不明確な液体炭化水素混合物の製造［５］
,C10G   3/00,,酸素含有有機原料，例．脂肪油，脂肪酸，からの液体炭化水素混合物の製造（非溶融性固形酸素含有炭素質原料からの製造Ｃ１０Ｇ１／００）
,C10G   5/00,,ガス，例．天然ガス，からの液体炭化水素混合物の回収
,C10G   5/02,・,固体吸着剤による回収
,C10G   5/04,・,液体吸収剤による回収
,C10G   5/06,・,冷却または圧縮による回収
,C10G   7/00,,炭化水素油の蒸留
,C10G   7/02,・,分留によるガスの除去でガソリンをスタビライズするもの
,C10G   7/04,・,脱水
,C10G   7/06,・,減圧蒸留［３］
,C10G   7/08,・,共沸または抽出蒸留（水素の不存在下，選択溶剤を用いた抽出による炭化水素油の精製Ｃ１０Ｇ２１／００）［３］
,C10G   7/10,・,蒸留の際の腐食の防止［３］
,C10G   7/12,・,制御または調整［３］
,,,水素の不存在下における分解
,C10G   9/00,,炭化水素油の水素の不存在下における非接触的熱分解
,C10G   9/02,・,レトルト中におけるもの
,C10G   9/04,・・,レトルト
,C10G   9/06,・,加圧蒸留によるもの
,C10G   9/08,・・,そのための装置
,C10G   9/12,・・・,着あかの除去
,C10G   9/14,・,補助装置，例．ディジェスター，ソーキング・ドラム，膨張装置のあるまたはこれらのないパイプまたはコイルによるもの
,C10G   9/16,・・,着あかの防止または除去
,C10G   9/18,・・,装置
,C10G   9/20,・・・,チューブ炉
,C10G   9/24,・,電気的手段で加熱するもの
,C10G   9/26,・,不連続的に予熱された固定式固体材料，例．通気と運転，によるもの
,C10G   9/28,・,予熱された移動する固体材料によるもの
,C10G   9/30,・・,“移動床”技術によるもの
,C10G   9/32,・・,“流動床”技術によるもの
,C10G   9/34,・,不活性の予熱された流体，例．溶融金属または塩，との直接接触によるもの
,C10G   9/36,・・,加熱されたガスまたは蒸気との直接接触によるもの
,C10G   9/38,・・・,分解される材料の部分燃焼または他の炭化水素の燃焼によって製造されるもの［２］
,C10G   9/40,・,熱い燃焼ガス以外の予熱された流体との間接の接触によるもの
,C10G   9/42,・,分解される材料を薄い流れまたはスプレーにして連続的に加熱された表面の上にまたはその近くに通すもの
,C10G  11/00,,炭化水素油の水素の不存在下における接触分解（溶融金属または塩との直接接触による分解Ｃ１０Ｇ９／３４）
,C10G  11/02,・,使用する触媒によって特徴づけられるもの
,C10G  11/04,・・,酸化物
,C10G  11/05,・・・,結晶性アルミノけい酸塩，例．分子ふるい［３］
,C10G  11/06,・・,硫化物
,C10G  11/08,・・,ハロゲン化物
,C10G  11/10,・,固定触媒床によるもの
,C10G  11/12,・,不連続的に予熱された固定式固体触媒，例．通気と運転，によるもの
,C10G  11/14,・,予熱された移動する固体触媒によるもの
,C10G  11/16,・・,“移動床”技術によるもの
,C10G  11/18,・・,“流動床”技術によるもの
,C10G  11/20,・,不活性の加熱されたガスまたは蒸気との直接接触によるもの
,C10G  11/22,・・,分解される材料の部分燃焼により製造されるもの
,,,＜見出し終了＞
,C10G  15/00,,電気的方法，電磁的または機械的振動，粒子の放射または電弧中で過熱されたガスによる炭化水素油の分解
,C10G  15/08,・,電気的方法または電磁的または機械的振動によるもの［３］
,C10G  15/10,・,粒子の放射によるもの［３］
,C10G  15/12,・,電弧，例．プラズマ，中で過熱されたガスによるもの［３］
,,,水素の不存在下における精製
,C10G  17/00,,酸，酸生成化合物または酸含有液体，例．酸スラッジ，を用いる水素の不存在下における炭化水素油の精製
,C10G  17/02,・,酸または酸含有液体，例．酸スラッジ，を用いるもの
,C10G  17/04,・・,不混和の２相を形成する液―液処理
,C10G  17/06,・・・,いおうまたはいおうの酸スラッジから誘導される酸を使用するもの
,C10G  17/07,・・・,ハロゲン酸またはハロゲンのオキシ酸を用いるもの（ハロゲンを生成する酸Ｃ１０Ｇ２７／０２）［３］
,C10G  17/08,・,酸生成酸化物を用いるもの（選択的溶剤としてＣＯ↓２またはＳＯ↓２を用いる精製Ｃ１０Ｇ２１／０６）
,C10G  17/085,・・,発煙硫酸を用いるもの［３］
,C10G  17/09,・,酸塩を用いるもの［３］
,C10G  17/095,・,“固体酸”，例．担体上に沈積したりん酸，を用いるもの［３］
,C10G  17/10,・,使用した精製薬剤の回収
,C10G  19/00,,アルカリ処理による，水素の不存在下における炭化水素油の精製
,C10G  19/02,・,アルカリ性水溶液を用いるもの
,C10G  19/04,・・,溶解化剤，例．溶質化剤，を含有する溶液
,C10G  19/06,・・,亜鉛酸塩または鉛酸塩によるもの
,C10G  19/067,・,溶融したアルカリ物質を用いるもの［３］
,C10G  19/073,・,固体のアルカリ物質を用いるもの［３］
,C10G  19/08,・,使用した精製薬剤の回収
,C10G  21/00,,選択溶剤を用いる抽出による，水素の不存在下における炭化水素油の精製（Ｃ０１Ｇ１７／００，Ｃ０１Ｇ１９／００が優先）
,C10G  21/02,・,別々に導入されるまたは除去される２種またはそれ以上の溶剤によるもの
,C10G  21/04,・・,少なくとも２種の混和しない溶剤を互いに向流で同時に導入することによるもの
,C10G  21/06,・,使用する溶剤によって特徴づけられるもの
,C10G  21/08,・・,無機化合物のみ
,C10G  21/10,・・・,二酸化硫黄
,C10G  21/12,・・,有機化合物のみ
,C10G  21/14,・・・,炭化水素
,C10G  21/16,・・・,酸素含有化合物
,C10G  21/18,・・・,ハロゲン含有化合物
,C10G  21/20,・・・,窒素含有化合物
,C10G  21/22,・・・,硫黄，セレン，またはテルルを含有する化合物
,C10G  21/24,・・・,りん含有化合物
,C10G  21/26,・・・,けい素含有化合物
,C10G  21/27,・・・,グループＣ１０Ｇ２１／１４～Ｃ１０Ｇ２１／２６の単一のグループに分類されない有機化合物［３］
,C10G  21/28,・,使用ずみ溶剤の回収
,C10G  21/30,・,制御または調整［３］
,C10G  25/00,,固体の収着剤を用いる水素の不存在下における炭化水素油の精製
,＜注＞,,このグループに分類するとき，クロマトグラフィーに関する一般分野の主題事項が関係している限り，グループＢ０１Ｄ１５／０８にも分類する［８］
,C10G  25/02,・,イオン交換物質を用いるもの
,C10G  25/03,・・,結晶性アルミノけい酸塩，例．分子ふるい，を用いるもの［３］
,C10G  25/05,・・・,非炭化水素化合物，例．硫黄化合物，の除去［３］
,C10G  25/06,・,移動する収着剤または油中に分散した収着剤を用いるもの
,C10G  25/08,・・,“移動床”技術によるもの
,C10G  25/09,・・,“流動床”技術によるもの［３］
,C10G  25/11,・・,移動する収着剤の存在下における蒸留［３］
,C10G  25/12,・,使用ずみ吸着剤の回収
,C10G  27/00,,酸化による水素の不存在下における炭化水素油の精製
,C10G  27/02,・,ハロゲンまたはハロゲン発生化合物によるもの；次亜塩素酸またはその塩
,C10G  27/04,・,酸素または酸素発生化合物によるもの
,C10G  27/06,・・,アルカリ溶液の存在下に行なうもの
,C10G  27/08,・・,塩化銅の存在下に行なうもの
,C10G  27/10,・・,金属含有有機錯体，例．キレート，または陽イオン交換樹脂の存在下に行うもの［３］
,C10G  27/12,・・,酸素発生化合物，例．過化合物，クロム酸，クロム酸塩を用いるもの（亜鉛酸塩または鉛酸塩Ｃ１０Ｇ１９／０６）［３］
,C10G  27/14,・・,オゾン含有ガスを用いるもの［３］
,C10G  29/00,,他の化学薬品を用いる水素の不存在下における炭化水素油の精製
,C10G  29/02,・,非金属
,C10G  29/04,・,金属，または担体上に沈積した金属
,C10G  29/06,・,金属塩，または担体上に沈積した金属塩
,C10G  29/08,・・,低原子価における金属を含有するもの
,C10G  29/10,・・,硫化物
,C10G  29/12,・・,ハロゲン化物［３］
,C10G  29/16,・,金属酸化物
,C10G  29/20,・,金属原子を含有しない有機化合物
,C10G  29/22,・・,唯一のヘテロ原子として酸素を含有するもの
,C10G  29/24,・・・,アルデヒドまたはケトン
,C10G  29/26,・・,ハロゲン化炭化水素
,C10G  29/28,・・,唯一のヘテロ原子としていおうを含有するもの，例．メルカプタン，または唯一のヘテロ原子として硫黄および酸素を含有するもの
,C10G  31/00,,他に分類されない方法による水素の不存在下における炭化水素油の精製（蒸留によるものＣ１０Ｇ７／００）［２］
,C10G  31/06,・,加熱，冷却または圧力処理によるもの
,C10G  31/08,・,水で処理するもの
,C10G  31/09,・,ろ過によるもの［３］
,C10G  31/10,・,遠心力の助けによるもの
,C10G  31/11,・,透析によるもの［３］
,,,＜見出し終了＞
,C10G  32/00,,電気的または磁気的方法，照射または微生物を用いることによる炭化水素油の精製［３］
,C10G  32/02,・,電気的または磁気的方法によるもの［３］
,C10G  32/04,・,粒子の放射によるもの［３］
,C10G  33/00,,炭化水素油の脱水または抗乳化（蒸留によるものＣ１０Ｇ７／０４）
,C10G  33/02,・,電気的または磁気的方法によるもの
,C10G  33/04,・,化学的方法によるもの
,C10G  33/06,・,機械的方法によるもの，例．ろ過によるもの
,C10G  33/08,・,制御または調整［３］
,C10G  35/00,,ナフサのリホーミング
,＜注＞,,このグループにおいては，下記の用語は以下に示す意味で用いる：
,,,―“リホーミング”とはオクタン価またはその芳香族含量を改良するためのナフサの処理を意味する。［３］
,C10G  35/02,・,熱リホーミング
,C10G  35/04,・,接触リホーミング
,C10G  35/06,・・,使用する触媒によって特徴づけられるもの
,C10G  35/085,・・・,白金族金属またはそれらの化合物を含有するもの［３］
,C10G  35/09,・・・・,金属の少なくとも１つが白金族金属である２元金属触媒［３］
,C10G  35/095,・・・,結晶性アルミノけい酸塩，例．分子ふるい，を含有するもの［３］
,C10G  35/10,・・,移動する触媒を使用するもの
,C10G  35/12,・・・,“移動床”技術によるもの
,C10G  35/14,・・・,“流動床”技術によるもの
,C10G  35/16,・,電気的，電磁的，または機械的振動によるもの；粒子の放射によるもの
,C10G  35/22,・,リホーミング操作の開始［３］
,C10G  35/24,・,リホーミング操作の制御または調整［３］
,,,水素化処理［３］
,C10G  45/00,,水素または水素発生化合物を用いる炭化水素油の精製［３］
,＜注＞,,グループ４５／０２，４５／３２，４５／４４または４５／５８の単一のグループに分類されない水素発生化合物の存在下における炭化水素油の処理はグループ４９／００に包含される。［３］
,C10G  45/02,・,含有炭化水素の骨格を変えることなく，かつ低沸点炭化水素に分解することなく，ヘテロ原子を除去するためのもの；ハイドロフィニッシング［３］
,C10G  45/04,・・,使用する触媒によって特徴づけられるもの［３］
,C10G  45/06,・・・,ニッケルまたはコバルト金属，またはそれらの化合物を含有するもの［３］
,C10G  45/08,・・・・,クロム，モリブデン，またはタングステン金属，またはそれらの化合物と結合したもの［３］
,C10G  45/10,・・・,白金族金属またはそれらの化合物を含有するもの［３］
,C10G  45/12,・・・,結晶性アルミノけい酸塩，例．分子ふるい，を含有するもの［３］
,C10G  45/14,・・,移動する固体粒子を用いるもの［３］
,C10G  45/16,・・・,油中に懸濁したもの，例．スラリー［３］
,C10G  45/18,・・・,“移動床”技術によるもの［３］
,C10G  45/20,・・・,“流動床”技術によるもの［３］
,C10G  45/22,・・,油中に溶解または懸濁した水素を用いるもの［３］
,C10G  45/24,・・,水素発生化合物を用いるもの［３］
,C10G  45/26,・・・,水蒸気または水［３］
,C10G  45/28,・・・,有機化合物；オートファイニング［３］
,C10G  45/30,・・・・,使用する触媒によって特徴づけられるもの［３］
,C10G  45/32,・,ジオレフィンまたはアセチレン化合物の選択的水添［３］
,C10G  45/34,・・,使用する触媒によって特徴づけられるもの［３］
,C10G  45/36,・・・,ニッケルまたはコバルト金属，またはそれらの化合物を含有するもの［３］
,C10G  45/38,・・・・,クロム，モリブデンまたはタングステン金属，またはそれらの化合物と結合したもの［３］
,C10G  45/40,・・・,白金族金属またはそれらの化合物を含有するもの［３］
,C10G  45/42,・・,移動する固体粒子を用いるもの［３］
,C10G  45/44,・,芳香族炭化水素の水添［３］
,C10G  45/46,・・,使用する触媒によって特徴づけられるもの［３］
,C10G  45/48,・・・,ニッケルまたはコバルト金属，またはそれらの化合物を含有するもの［３］
,C10G  45/50,・・・・,クロム，モリブデンまたはタングステン金属，またはそれらの化合物と結合したもの［３］
,C10G  45/52,・・・,白金族金属またはそれらの化合物を含有するもの［３］
,C10G  45/54,・・・,結晶性アルミノけい酸塩，例．分子ふるい，を含有するもの［３］
,C10G  45/56,・・,移動する固体粒子を用いるもの［３］
,C10G  45/58,・,存在する他の炭化水素を分解することなくある炭化水素成分の骨格構造を変化させるためのもの，例．流動点の低下；ノルマルパラフィンの選択的水素化分解（Ｃ１０Ｇ３２／００が優先；ナフサのオクタン価または芳香族含量の改良または向上Ｃ１０Ｇ３５／００）［３］
,C10G  45/60,・・,使用する触媒によって特徴づけられるもの［３］
,C10G  45/62,・・・,白金族金属またはそれらの化合物を含有するもの［３］
,C10G  45/64,・・・,結晶性アルミノけい酸塩，例．分子ふるい，を含有するもの［３］
,C10G  45/66,・・,移動する固体粒子を用いるもの［３］
,C10G  45/68,・・,炭化水素油留分の芳香族化［３］
,C10G  45/70,・・・,白金族金属またはそれらの化合物を含有する触媒を用いるもの［３］
,C10G  45/72,・,制御または調整［３］
,C10G  47/00,,低沸点の留分を得るための水素または水素発生化合物の存在下における炭化水素油の分解（Ｃ１０Ｇ１５／００が優先；非溶融性固体炭素質または類似物質の分解水添Ｃ１０Ｇ１／０６）［３］
,C10G  47/02,・,使用する触媒によって特徴づけられたもの［３］
,C10G  47/04,・・,酸化物［３］
,C10G  47/06,・・,硫化物［３］
,C10G  47/08,・・,ハロゲン化物［３］
,C10G  47/10,・・,担体上に沈積した触媒を用いるもの［３］
,C10G  47/12,・・・,無機担体［３］
,C10G  47/14,・・・・,白金族金属またはそれらの化合物を含有する触媒［３］
,C10G  47/16,・・・・,結晶性アルミノけい酸塩坦体［３］
,C10G  47/18,・・・・・,白金族金属またはそれらの化合物を含有する触媒［３］
,C10G  47/20,・・・・・,他の金属またはそれらの化合物を含有する触媒［３］
,C10G  47/22,・,水素の存在下における非接触的分解［３］
,C10G  47/24,・,移動する固体粒子を用いるもの［３］
,C10G  47/26,・・,油中に懸濁したもの，例．スラリー［３］
,C10G  47/28,・・,“移動床”技術によるもの［３］
,C10G  47/30,・・,“流動床”技術によるもの［３］
,C10G  47/32,・,水素発生化合物の存在下におけるもの［３］
,C10G  47/34,・・,有機化合物，例．水添した炭化水素［３］
,C10G  47/36,・,制御または調整［３］
,C10G  49/00,,グループＣ１０Ｇ４５／０２，Ｃ１０Ｇ４５／３２，Ｃ１０Ｇ４５／４４，Ｃ１０Ｇ４５／５８またはＣ１０Ｇ４７／００の単一のグループに分類されない水素または水素発生化合物の存在下における炭化水素油の処理［３］
,C10G  49/02,・,使用する触媒によって特徴づけられるもの［３］
,C10G  49/04,・・,ニッケル，コバルト，クロム，モリブデン，またはタングステン金属，またはそれらの化合物を含有するもの［３］
,C10G  49/06,・・,白金族金属またはそれらの化合物を含有するもの［３］
,C10G  49/08,・・,結晶性アルミノけい酸塩，例．分子ふるい，を含有するもの［３］
,C10G  49/10,・,移動する固体粒子を用いるもの［３］
,C10G  49/12,・・,油中に懸濁したもの，例．スラリー［３］
,C10G  49/14,・・,“移動床”技術によるもの［３］
,C10G  49/16,・・,“流動床”技術によるもの［３］
,C10G  49/18,・,水素発生化合物，例．アンモニア，水，硫化水素，の存在下に行うもの［３］
,C10G  49/20,・・,有機化合物［３］
,C10G  49/22,・,流出物の分離［３］
,C10G  49/24,・,水素化処理操作の開始［３］
,C10G  49/26,・,制御または調整［３］
,,,＜見出し終了＞
,C10G  50/00,,炭素数がより少ない炭化水素からの液体炭化水素混合物の製造，例．オリゴメリゼーションによる［６］
,C10G  50/02,・,潤滑用炭化水素油の［６］
,,,多段工程
,＜注＞,,グループ５１／００から６９／００は，その特徴点が各工程間の関係にある結合された処理操作のみを包含する。［３］
,C10G  51/00,,２以上の分解工程のみによる水素の不存在下における炭化水素油の処理［３］
,C10G  51/02,・,連続工程のみによるもの［３］
,C10G  51/04,・・,熱分解および接触分解工程のみを包含するもの［３］
,C10G  51/06,・,並行工程のみによるもの［３］
,C10G  53/00,,２以上の精製工程による水素の不存在下における炭化水素油の処理［３］
,C10G  53/02,・,連続工程のみによるもの［３］
,C10G  53/04,・・,少なくとも１つの抽出工程を包含するもの［３］
,C10G  53/06,・・・,抽出工程のみを包含するもの，例．溶剤処理による脱アスファルトにひき続く芳香族成分の抽出［３］
,C10G  53/08,・・,少なくとも１つの収着工程を包含するもの［３］
,C10G  53/10,・・,少なくとも１つの酸処理工程を包含するもの［３］
,C10G  53/12,・・,少なくとも１つのアルカリ処理工程を包含するもの［３］
,C10G  53/14,・・,少なくとも１つの酸化工程を包含するもの［３］
,C10G  53/16,・,並行工程のみによるもの［３］
,C10G  55/00,,少なくとも１つの精製工程と少なくとも１つの分解工程とによる水素の不存在下における炭化水素油の処理［３］
,C10G  55/02,・,連続工程のみによるもの［３］
,C10G  55/04,・・,少なくとも１つの熱分解工程を包含するもの［３］
,C10G  55/06,・・,少なくとも１つの接触分解工程を包含するもの［３］
,C10G  55/08,・,並行工程のみによるもの［３］
,C10G  57/00,,少なくとも１つの分解工程または精製工程と少なくとも１つの他の変換工程とによる水素の不存在下における炭化水素油の処理［３］
,C10G  57/02,・,重合を伴うもの［３］
,C10G  59/00,,２以上のリホーミング工程のみまたは少なくとも１つのリホーミング工程とナフサの沸点範囲を実質的に変化させない少なくとも１つの工程とによるナフサの処理［３］
,C10G  59/02,・,連続工程のみによるもの［３］
,C10G  59/04,・・,少なくとも１つの接触的および少なくとも１つの非接触的リホーミング工程を包含するもの［３］
,C10G  59/06,・,並行工程のみによるもの［３］
,C10G  61/00,,少なくとも１つのリホーミング工程と少なくとも１つの水素の不存在下における精製工程とによるナフサの処理［３］
,C10G  61/02,・,連続工程のみによるもの［３］
,C10G  61/04,・・,精製工程が抽出であるもの［３］
,C10G  61/06,・・,精製工程が収着であるもの［３］
,C10G  61/08,・,並行工程のみによるもの［３］
,C10G  61/10,・,他の変換工程を包含する工程によるもの［３］
,C10G  63/00,,少なくとも１つのリホーミング工程と少なくとも１つの他の変換工程とによるナフサの処理（Ｃ１０Ｇ５９／００，Ｃ１０Ｇ６１／００が優先）［３］
,C10G  63/02,・,連続工程のみによるもの［３］
,C10G  63/04,・・,少なくとも１つの分解工程を包含するもの［３］
,C10G  63/06,・,並行工程のみによるもの［３］
,C10G  63/08,・・,少なくとも１つの分解工程を包含するもの［３］
,C10G  65/00,,２以上の水素化処理のみによる炭化水素油の処理［３］
,C10G  65/02,・,連続工程のみによるもの［３］
,C10G  65/04,・・,精製工程のみを包含するもの［３］
,C10G  65/06,・・・,少なくとも１つの工程がジオレフィンの選択的水添であるもの［３］
,C10G  65/08,・・・,少なくとも１つの工程が芳香族炭化水素の水添であるもの［３］
,C10G  65/10,・・,分解工程のみを包含するもの［３］
,C10G  65/12,・・,分解工程および他の水素化処理工程を包含するもの［３］
,C10G  65/14,・,並行工程のみによるもの［３］
,C10G  65/16,・・,精製工程のみを包含するもの［３］
,C10G  65/18,・・,分解工程のみを包含するもの［３］
,C10G  67/00,,少なくとも１つの水素化処理工程と少なくとも１つの水素の不存在下のみにおける精製工程とによる炭化水素油の処理［３］
,C10G  67/02,・,連続工程のみによるもの［３］
